hhid,year,country,region,wealth_raw,water_source,water_minutes_raw,head_age_raw,head_sex,electricity,floor_material,wall_material,bednets_raw,positive_rate,sampled_member_count
02000042,2015,Noria,Region 3,-51182,protected well,40,51,male,1,dirt,natural,3,0.333333,3
02000043,2015,Noria,Region 4,-111841,protected well,27,53,female,0,dirt,natural,3,0.750000,4
02000044,2015,Noria,Region 1,-86866,protected well,45,37,male,0,dirt,natural,3,0.000000,1
02000045,2015,Noria,Region 2,19311,unprotected well,34,44,male,0,cement,finished,2,1.000000,2
02000046,2015,Noria,Region 3,33773,unprotected well,32,56,male,0,cement,finished,2,0.000000,3
02000047,2015,Noria,Region 4,41666,piped on premises,996,51,male,1,cement,finished,2,0.250000,4
02000048,2015,Noria,Region 1,43696,piped on premises,996,44,male,1,cement,finished,2,1.000000,1
02000049,2015,Noria,Region 2,168077,piped on premises,996,66,female,1,cement,finished,3,0.000000,2
02000050,2015,Noria,Region 3,-22636,protected well,40,50,male,0,cement,finished,2,0.666667,3
02000051,2015,Noria,Region 4,-82883,protected well,43,64,male,0,dirt,natural,3,0.750000,4
02000052,2015,Noria,Region 1,-86858,public tap,25,32,male,0,dirt,natural,2,1.000000,1
02000053,2015,Noria,Region 2,83875,unprotected well,26,51,male,1,cement,finished,3,0.500000,2
02000054,2015,Noria,Region 3,-87764,public tap,50,50,male,0,dirt,natural,3,0.666667,3
02000055,2015,Noria,Region 4,-37554,piped on premises,996,48,male,0,dirt,finished,1,0.250000,4
02000056,2015,Noria,Region 1,-61162,"river, dam, lake, pond, stream, canal or irrigation channel",51,51,male,0,dirt,natural,2,1.000000,1
02000057,2015,Noria,Region 2,-220645,public tap,42,35,female,0,dirt,natural,3,1.000000,2
02000058,2015,Noria,Region 3,-2799,public tap,16,39,female,1,cement,finished,2,0.666667,3
02000059,2015,Noria,Region 4,57024,piped on premises,996,62,male,0,cement,finished,1,0.000000,4
02000060,2015,Noria,Region 1,-9879,protected well,24,40,male,0,cement,finished,1,0.000000,1
02000061,2015,Noria,Region 2,-92327,"river, dam, lake, pond, stream, canal or irrigation channel",21,57,male,0,dirt,natural,3,0.500000,2
02000062,2015,Noria,Region 3,-13116,public tap,30,61,male,0,cement,finished,3,0.666667,3
02000063,2015,Noria,Region 4,-40339,"river, dam, lake, pond, stream, canal or irrigation channel",51,48,male,0,dirt,finished,3,0.500000,4
02000064,2015,Noria,Region 1,-126683,unprotected well,46,29,male,0,dirt,natural,3,0.000000,1
02000065,2015,Noria,Region 2,-6639,"river, dam, lake, pond, stream, canal or irrigation channel",56,63,male,1,cement,finished,1,0.000000,2
02000066,2015,Noria,Region 3,-63961,"river, dam, lake, pond, stream, canal or irrigation channel",17,50,male,0,dirt,natural,3,0.333333,3
02000067,2015,Noria,Region 4,-133788,"river, dam, lake, pond, stream, canal or irrigation channel",,48,male,0,dirt,natural,3,0.250000,4
02000068,2015,Noria,Region 1,-58913,public tap,54,43,male,1,dirt,natural,1,0.000000,1
02000069,2015,Noria,Region 2,-117446,protected well,25,52,male,0,dirt,natural,1,0.500000,2
02000070,2015,Noria,Region 3,-204366,protected well,29,43,female,0,dirt,natural,3,0.000000,3
02000071,2015,Noria,Region 4,88017,protected well,24,58,male,1,cement,finished,2,0.500000,4
02000072,2015,Noria,Region 1,-151876,protected well,34,57,female,0,dirt,natural,2,1.000000,1
02000073,2015,Noria,Region 2,-7213,"river, dam, lake, pond, stream, canal or irrigation channel",43,39,male,0,cement,finished,2,0.000000,2
02000074,2015,Noria,Region 3,-24689,protected well,7,55,female,1,cement,finished,2,0.000000,3
02000075,2015,Noria,Region 4,37673,unprotected well,23,64,male,1,cement,finished,1,0.500000,4
02000076,2015,Noria,Region 1,23127,unprotected well,32,39,male,1,cement,finished,2,1.000000,1
02000077,2015,Noria,Region 2,10371,piped on premises,996,70,male,0,cement,finished,2,1.000000,2
02000078,2015,Noria,Region 3,-92137,protected well,26,66,male,0,dirt,natural,0,1.000000,3
02000079,2015,Noria,Region 4,-86771,"river, dam, lake, pond, stream, canal or irrigation channel",49,46,male,0,dirt,natural,1,0.750000,4
02000080,2015,Noria,Region 1,-187554,"river, dam, lake, pond, stream, canal or irrigation channel",30,61,male,0,dirt,natural,2,1.000000,1
02000081,2015,Noria,Region 2,72910,piped on premises,996,65,male,1,cement,finished,2,0.000000,2
02000082,2015,Noria,Region 3,-39002,protected well,998,35,male,0,dirt,finished,2,0.666667,3
02000083,2015,Noria,Region 4,10301,public tap,18,49,male,0,cement,finished,2,0.500000,4
02000084,2015,Noria,Region 1,-59299,"river, dam, lake, pond, stream, canal or irrigation channel",43,40,male,0,dirt,natural,3,0.000000,1
02000085,2015,Noria,Region 2,79978,unprotected well,17,61,male,1,cement,finished,3,0.500000,2
02000086,2015,Noria,Region 3,-117434,public tap,38,63,male,0,dirt,natural,2,0.666667,3
02000087,2015,Noria,Region 4,-150030,"river, dam, lake, pond, stream, canal or irrigation channel",43,41,male,0,dirt,natural,0,0.750000,4
02000088,2015,Noria,Region 1,16871,protected well,27,36,male,0,cement,finished,1,1.000000,1
02000089,2015,Noria,Region 2,-57524,protected well,49,98,male,0,dirt,natural,2,0.000000,2
02000090,2015,Noria,Region 3,-202407,"river, dam, lake, pond, stream, canal or irrigation channel",40,60,male,0,dirt,natural,2,0.666667,3
02000091,2015,Noria,Region 4,7381,piped on premises,996,54,male,0,cement,finished,3,0.000000,4
02000092,2015,Noria,Region 1,61355,unprotected well,8,51,male,1,cement,finished,2,1.000000,1
02000093,2015,Noria,Region 2,-114660,"river, dam, lake, pond, stream, canal or irrigation channel",51,42,male,1,dirt,natural,2,0.000000,2
02000094,2015,Noria,Region 3,-111675,protected well,37,59,male,0,dirt,natural,3,0.666667,3
02000095,2015,Noria,Region 4,45221,piped on premises,996,37,female,0,cement,finished,3,0.500000,4
02000096,2015,Noria,Region 1,-44459,unprotected well,8,64,male,1,dirt,finished,2,0.000000,1
02000097,2015,Noria,Region 2,40179,piped on premises,996,25,female,1,cement,finished,1,0.000000,2
02000098,2015,Noria,Region 3,37052,piped on premises,996,40,male,1,cement,finished,2,0.000000,3
02000099,2015,Noria,Region 4,-38682,unprotected well,44,63,male,0,dirt,finished,3,0.750000,4
02000100,2015,Noria,Region 1,-66871,protected well,25,43,male,0,dirt,natural,2,1.000000,1
02000101,2015,Noria,Region 2,-65326,public tap,43,37,male,0,dirt,natural,3,1.000000,2
02000102,2015,Noria,Region 3,-8610,protected well,37,40,male,0,cement,finished,3,0.333333,3
02000103,2015,Noria,Region 4,-30798,unprotected well,31,63,male,0,dirt,finished,2,0.500000,4
02000104,2015,Noria,Region 1,-28019,piped on premises,996,35,male,0,cement,finished,3,1.000000,1
02000105,2015,Noria,Region 2,-6005,"river, dam, lake, pond, stream, canal or irrigation channel",16,45,male,1,cement,finished,5,0.500000,2
02000106,2015,Noria,Region 3,17862,unprotected well,44,24,male,0,cement,finished,2,0.666667,3
02000107,2015,Noria,Region 4,-40426,"river, dam, lake, pond, stream, canal or irrigation channel",31,66,male,0,dirt,finished,4,0.500000,4
02000108,2015,Noria,Region 1,-112482,"river, dam, lake, pond, stream, canal or irrigation channel",44,34,male,0,dirt,natural,2,1.000000,1
02000109,2015,Noria,Region 2,-187762,protected well,43,47,male,0,dirt,natural,2,0.500000,2
02000110,2015,Noria,Region 3,127013,piped on premises,996,53,male,1,cement,finished,2,0.000000,3
02000111,2015,Noria,Region 4,20879,public tap,40,64,male,1,cement,finished,0,0.250000,4
02000112,2015,Noria,Region 1,-78367,piped on premises,996,41,male,0,dirt,natural,1,0.000000,1
02000113,2015,Noria,Region 2,-162850,protected well,11,35,male,0,dirty,natural,3,0.500000,2
02000114,2015,Noria,Region 3,-4769,protected well,36,70,female,0,cement,finished,2,0.000000,3
02000115,2015,Noria,Region 4,-122805,"river, dam, lake, pond, stream, canal or irrigation channel",30,39,male,0,dirt,natural,0,0.750000,4
02000116,2015,Noria,Region 1,125042,protected well,3,68,male,1,cement,finished,3,0.000000,1
02000117,2015,Noria,Region 2,51498,protected well,24,35,male,1,cement,finished,2,0.000000,2
02000118,2015,Noria,Region 3,19743,public tap,37,19,male,1,cement,finished,2,0.000000,3
02000119,2015,Noria,Region 4,-14742,protected well,6,50,male,0,cement,finished,3,0.250000,4
02000120,2015,Noria,Region 1,-82440,public tap,65,54,male,0,dirt,natural,3,1.000000,1
02000121,2015,Noria,Region 2,-145372,unprotected well,22,39,male,0,dirt,natural,2,0.500000,2
02000122,2015,Noria,Region 3,-12396,protected well,19,75,male,0,cement,finished,3,0.333333,3
02000123,2015,Noria,Region 4,76262,piped on premises,998,41,male,1,cement,finished,2,0.250000,4
02000124,2015,Noria,Region 1,-87211,public tap,52,42,male,0,dirt,natural,3,1.000000,1
02000125,2015,Noria,Region 2,98561,piped on premises,996,54,male,1,cement,finished,1,0.000000,2
02000126,2015,Noria,Region 3,105094,piped on premises,996,53,male,1,cement,finished,2,0.000000,3
02000127,2015,Noria,Region 4,-120615,protected well,47,54,male,0,dirt,natural,3,0.750000,4
02000128,2015,Noria,Region 1,168128,piped on premises,996,58,male,1,cement,finished,1,0.000000,1
02000129,2015,Noria,Region 2,67684,public tap,26,58,female,1,cement,finished,3,0.500000,2
02000130,2015,Noria,Region 3,-30300,protected well,43,43,female,0,dirt,finished,2,0.333333,3
02000131,2015,Noria,Region 4,-111160,"river, dam, lake, pond, stream, canal or irrigation channel",40,7,male,0,dirt,natural,1,0.750000,4
02000132,2015,Noria,Region 1,-19692,public tap,41,44,male,0,cement,finished,4,1.000000,1
02000133,2015,Noria,Region 2,-88174,"river, dam, lake, pond, stream, canal or irrigation channel",59,58,male,0,dirt,natural,2,1.000000,2
02000134,2015,Noria,Region 3,-36897,"river, dam, lake, pond, stream, canal or irrigation channel",,46,male,0,dirt,finished,4,0.333333,3
02000135,2015,Noria,Region 4,92506,public tap,56,48,female,0,cement,finished,1,0.000000,4
02000136,2015,Noria,Region 1,-135256,public tap,50,35,male,0,dirt,natural,1,0.000000,1
02000137,2015,Noria,Region 2,95812,piped on premises,996,35,male,1,cement,finished,4,0.500000,2
02000138,2015,Noria,Region 3,-40340,piped on premises,996,49,male,0,dirt,finished,3,0.666667,3
02000139,2015,Noria,Region 4,206046,piped on premises,996,53,male,1,cement,finished,3,0.500000,4
02000140,2015,Noria,Region 1,-20402,protected well,36,57,male,0,cement,finished,1,0.000000,1
02000141,2015,Noria,Region 2,-14000,public tap,30,55,female,0,cement,finished,1,0.000000,2
02000142,2015,Noria,Region 3,-142241,unprotected well,34,59,male,0,dirt,natural,2,0.666667,3
02000143,2015,Noria,Region 4,6826,protected well,34,42,male,1,cement,finished,2,0.250000,4
02000144,2015,Noria,Region 1,-53148,piped on premises,996,44,male,0,dirt,natural,2,1.000000,1
02000145,2015,Noria,Region 2,4639,protected well,43,45,female,0,cement,finished,3,0.000000,2
02000146,2015,Noria,Region 3,91918,protected well,25,55,male,1,cement,finished,1,0.333333,3
02000147,2015,Noria,Region 4,-9152,protected well,43,61,male,0,cement,finished,1,0.000000,4
02000148,2015,Noria,Region 1,-72287,"river, dam, lake, pond, stream, canal or irrigation channel",26,38,male,0,dirt,natural,2,1.000000,1
02000149,2015,Noria,Region 2,-85067,public tap,29,40,male,0,dirt,natural,4,0.500000,2
02000150,2015,Noria,Region 3,43434,piped on premises,996,41,male,1,cement,finished,3,0.666667,3
02000151,2015,Noria,Region 4,-55356,"river, dam, lake, pond, stream, canal or irrigation channel",5,53,male,0,dirt,natural,0,0.250000,4
02000152,2015,Noria,Region 1,55546,public tap,35,38,male,1,cement,finished,2,1.000000,1
02000153,2015,Noria,Region 2,-67547,unprotected well,38,38,male,1,dirt,natural,1,0.500000,2
02000154,2015,Noria,Region 3,66112,piped on premises,996,37,male,0,cement,finished,1,0.666667,3
02000155,2015,Noria,Region 4,20822,piped on premises,996,49,male,1,cement,finished,1,0.000000,4
02000156,2015,Noria,Region 1,52739,piped on premises,996,42,male,1,cement,finished,2,0.000000,1
02000157,2015,Noria,Region 2,-122616,"river, dam, lake, pond, stream, canal or irrigation channel",47,39,male,0,dirt,natural,-99,0.500000,2
02000158,2015,Noria,Region 3,-142704,"river, dam, lake, pond, stream, canal or irrigation channel",39,48,male,0,dirt,natural,3,0.666667,3
02000159,2015,Noria,Region 4,-80555,unprotected well,16,42,male,0,dirt,natural,3,0.750000,4
02000160,2015,Noria,Region 1,-209120,"river, dam, lake, pond, stream, canal or irrigation channel",64,81,female,0,dirt,natural,3,1.000000,1
02000161,2015,Noria,Region 2,-60029,unprotected well,32,86,male,0,dirt,natural,3,0.000000,2
02000162,2015,Noria,Region 3,100523,unprotected well,29,50,male,1,cement,finished,3,0.000000,3
02000163,2015,Noria,Region 4,13488,protected well,26,20,female,1,cement,finished,1,0.750000,4
02000164,2015,Noria,Region 1,-49755,protected well,998,49,male,0,dirt,natural,3,0.000000,1
02000165,2015,Noria,Region 2,-69075,protected well,24,63,male,0,dirt,natural,1,0.500000,2
02000166,2015,Noria,Region 3,-40138,public tap,36,47,male,0,dirt,finished,3,0.333333,3
02000167,2015,Noria,Region 4,-165501,public tap,30,54,male,0,dirt,natural,3,0.750000,4
02000168,2015,Noria,Region 1,64321,public tap,27,40,male,1,cement,finished,2,0.000000,1
02000169,2015,Noria,Region 2,-174520,"river, dam, lake, pond, stream, canal or irrigation channel",48,42,male,0,dirt,natural,3,1.000000,2
02000170,2015,Noria,Region 3,-89657,protected well,40,41,male,0,dirt,natural,3,0.666667,3
02000171,2015,Noria,Region 4,17295,"river, dam, lake, pond, stream, canal or irrigation channel",26,57,male,1,cement,finished,1,0.000000,4
02000172,2015,Noria,Region 1,27933,public tap,19,27,male,0,cement,finished,3,0.000000,1
02000173,2015,Noria,Region 2,804,unprotected well,51,50,male,0,cement,finished,3,0.500000,2
02000174,2015,Noria,Region 3,-45579,"river, dam, lake, pond, stream, canal or irrigation channel",49,48,male,1,dirt,natural,2,0.333333,3
02000175,2015,Noria,Region 4,123925,protected well,21,45,male,1,cement,finished,2,0.000000,4
02000176,2015,Noria,Region 1,60957,piped on premises,996,53,male,1,cement,finished,2,1.000000,1
02000177,2015,Noria,Region 2,-120387,public tap,41,56,male,0,dirt,natural,1,0.500000,2
02000178,2015,Noria,Region 3,-53286,public tap,24,98,male,0,dirt,natural,3,0.333333,3
02000179,2015,Noria,Region 4,172936,protected well,28,43,male,1,cement,finished,1,0.250000,4
02000180,2015,Noria,Region 1,-33266,public tap,34,62,male,0,dirt,finished,4,0.000000,1
02000181,2015,Noria,Region 2,-64129,public tap,17,54,male,0,dirt,natural,1,0.500000,2
02000182,2015,Noria,Region 3,-36724,protected well,23,64,male,1,dirt,finished,4,0.333333,3
02000183,2015,Noria,Region 4,-85102,"river, dam, lake, pond, stream, canal or irrigation channel",35,39,male,0,dirt,natural,2,1.000000,4
02000184,2015,Noria,Region 1,464,unprotected well,51,64,male,1,cement,finished,2,0.000000,1
02000185,2015,Noria,Region 2,41870,protected well,20,63,male,1,cement,finished,1,0.000000,2
02000186,2015,Noria,Region 3,8429,unprotected well,32,50,male,1,cement,finished,3,0.333333,3
02000187,2015,Noria,Region 4,-83960,public tap,23,53,male,0,dirt,natural,2,0.750000,4
02000188,2015,Noria,Region 1,-97445,"river, dam, lake, pond, stream, canal or irrigation channel",40,55,male,0,dirt,natural,3,0.000000,1
02000189,2015,Noria,Region 2,274531,protected well,1,46,male,1,cement,finished,2,0.000000,2
02000190,2015,Noria,Region 3,-25391,piped on premises,996,77,male,1,cement,finished,3,0.000000,3
02000191,2015,Noria,Region 4,87987,piped on premises,996,39,male,1,cement,finished,3,0.000000,4
02000192,2015,Noria,Region 1,-38514,protected well,47,52,male,0,dirt,finished,1,1.000000,1
02000193,2015,Noria,Region 2,26842,piped on premises,996,51,male,0,cement,finished,3,0.500000,2
02000194,2015,Noria,Region 3,-91226,unprotected well,29,35,male,0,dirt,natural,3,0.333333,3
02000195,2015,Noria,Region 4,86961,piped on premises,996,55,male,1,cement,finished,1,0.000000,4
02000196,2015,Noria,Region 1,38489,protected well,38,59,male,1,cement,finished,2,0.000000,1
02000197,2015,Noria,Region 2,-57874,"river, dam, lake, pond, stream, canal or irrigation channel",33,56,male,0,dirt,natural,4,0.500000,2
02000198,2015,Noria,Region 3,133000,piped on premises,996,33,male,1,cement,finished,4,0.000000,3
02000199,2015,Noria,Region 4,-113105,public tap,70,21,male,0,dirt,natural,2,0.500000,4
02000200,2015,Noria,Region 1,-84536,"river, dam, lake, pond, stream, canal or irrigation channel",49,57,male,0,dirt,natural,2,1.000000,1
02000201,2015,Noria,Region 2,-22560,"river, dam, lake, pond, stream, canal or irrigation channel",,39,male,0,cement,finished,4,1.000000,2
02000202,2015,Noria,Region 3,-92856,unprotected well,42,63,male,0,dirt,natural,3,0.666667,3
02000203,2015,Noria,Region 4,-38992,piped on premises,996,47,male,0,dirt,finished,2,0.250000,4
02000204,2015,Noria,Region 1,35121,"river, dam, lake, pond, stream, canal or irrigation channel",58,56,male,1,cement,finished,1,0.000000,1
02000205,2015,Noria,Region 2,89059,piped on premises,998,70,male,0,cement,finished,1,0.500000,2
02000206,2015,Noria,Region 3,-104022,"river, dam, lake, pond, stream, canal or irrigation channel",26,39,male,0,dirt,natural,4,0.333333,3
02000207,2015,Noria,Region 4,-20580,piped on premises,996,36,male,1,cement,finished,2,0.250000,4
02000208,2015,Noria,Region 1,-49567,piped on premises,996,53,male,0,dirt,natural,2,0.000000,1
02000209,2015,Noria,Region 2,110122,piped on premises,996,55,male,1,cement,finished,2,0.000000,2
02000210,2015,Noria,Region 3,137178,protected well,26,26,male,1,cement,finished,2,0.000000,3
02000211,2015,Noria,Region 4,-16511,protected well,37,48,male,1,cement,finished,3,0.000000,4
02000212,2015,Noria,Region 1,-32323,unprotected well,17,63,male,1,dirt,finished,3,0.000000,1
02000213,2015,Noria,Region 2,-200079,"river, dam, lake, pond, stream, canal or irrigation channel",20,66,male,0,dirt,natural,2,0.500000,2
02000214,2015,Noria,Region 3,34408,piped on premises,996,29,male,0,cement,finished,1,0.333333,3
02000215,2015,Noria,Region 4,-59296,unprotected well,4,44,male,0,dirt,natural,3,0.500000,4
02000216,2015,Noria,Region 1,15839,piped on premises,996,59,male,0,cement,finished,2,1.000000,1
02000217,2015,Noria,Region 2,-93615,public tap,31,67,male,0,dirt,natural,5,0.500000,2
02000218,2015,Noria,Region 3,64038,public tap,51,43,male,1,cement,finished,3,0.000000,3
02000219,2015,Noria,Region 4,-68718,unprotected well,32,59,male,0,dirt,natural,2,0.500000,4
02000220,2015,Noria,Region 1,-78415,piped on premises,996,42,male,0,dirt,natural,3,0.000000,1
02000221,2015,Noria,Region 2,-94829,unprotected well,20,32,male,0,dirt,natural,2,1.000000,2
02000222,2015,Noria,Region 3,-157162,unprotected well,32,46,male,0,dirt,natural,2,1.000000,3
02000223,2015,Noria,Region 4,78793,unprotected well,31,61,male,1,cement,finished,2,0.000000,4
02000224,2015,Noria,Region 1,-19005,public tap,38,27,male,0,cement,finished,4,1.000000,1
02000225,2015,Noria,Region 2,-62857,"river, dam, lake, pond, stream, canal or irrigation channel",40,29,male,0,dirt,natural,2,0.500000,2
02000226,2015,Noria,Region 3,-121386,public tap,13,26,male,0,dirty,natural,3,0.666667,3
02000227,2015,Noria,Region 4,12140,public tap,43,37,male,1,cement,finished,1,0.250000,4
02000228,2015,Noria,Region 1,-16833,public tap,22,37,male,0,cement,finished,0,0.000000,1
02000229,2015,Noria,Region 2,-63920,protected well,25,43,male,0,dirt,natural,2,1.000000,2
02000230,2015,Noria,Region 3,-108769,unprotected well,35,36,male,0,dirt,natural,2,0.333333,3
02000231,2015,Noria,Region 4,-101169,unprotected well,17,59,male,0,dirt,natural,2,0.750000,4
02000232,2015,Noria,Region 1,-167136,"river, dam, lake, pond, stream, canal or irrigation channel",34,33,male,0,dirt,natural,2,1.000000,1
02000233,2015,Noria,Region 2,-152975,unprotected well,30,20,male,0,dirt,natural,3,0.500000,2
02000234,2015,Noria,Region 3,-154137,protected well,43,39,male,0,dirt,natural,1,0.666667,3
02000235,2015,Noria,Region 4,56529,unprotected well,33,52,male,0,cement,finished,2,0.000000,4
02000236,2015,Noria,Region 1,14803,unprotected well,19,56,male,0,cement,finished,2,0.000000,1
02000237,2015,Noria,Region 2,35126,public tap,37,42,male,1,cement,finished,3,0.000000,2
02000238,2015,Noria,Region 3,57969,public tap,30,34,male,1,cement,finished,3,0.000000,3
02000239,2015,Noria,Region 4,-112712,unprotected well,58,55,male,0,dirt,natural,3,0.500000,4
02000240,2015,Noria,Region 1,-100461,public tap,31,45,male,1,dirt,natural,2,0.000000,1
02000241,2015,Noria,Region 2,-72306,protected well,39,39,male,0,dirt,natural,3,1.000000,2
02000242,2015,Noria,Region 3,146470,protected well,31,41,male,1,cement,finished,2,0.000000,3
02000243,2015,Noria,Region 4,-56599,protected well,39,47,male,0,dirt,natural,2,0.250000,4
02000244,2015,Noria,Region 1,-132960,protected well,23,53,female,0,dirt,natural,3,1.000000,1
02000245,2015,Noria,Region 2,-35808,"river, dam, lake, pond, stream, canal or irrigation channel",46,46,male,0,dirt,finished,3,0.500000,2
02000246,2015,Noria,Region 3,-153546,protected well,998,26,male,0,dirt,natural,1,0.333333,3
02000247,2015,Noria,Region 4,49180,piped on premises,996,40,male,1,cement,finished,1,0.250000,4
02000248,2015,Noria,Region 1,76410,protected well,33,52,male,1,cement,finished,2,0.000000,1
02000249,2015,Noria,Region 2,-47163,protected well,15,43,male,0,dirt,natural,3,0.000000,2
02000250,2015,Noria,Region 3,211725,public tap,21,23,male,1,cement,finished,3,0.333333,3
02000251,2015,Noria,Region 4,-215213,"river, dam, lake, pond, stream, canal or irrigation channel",43,51,female,0,dirt,natural,2,0.750000,4
02000252,2015,Noria,Region 1,87149,public tap,13,47,male,1,cement,finished,2,0.000000,1
02000253,2015,Noria,Region 2,56192,protected well,27,37,male,0,cement,finished,3,0.000000,2
02000254,2015,Noria,Region 3,33330,unprotected well,35,45,male,1,cement,finished,2,0.666667,3
02000255,2015,Noria,Region 4,5882,"river, dam, lake, pond, stream, canal or irrigation channel",13,50,male,1,cement,finished,2,0.750000,4
02000256,2015,Noria,Region 1,29896,piped on premises,996,70,male,1,cement,finished,0,0.000000,1
02000257,2015,Noria,Region 2,105535,piped on premises,996,44,male,0,cement,finished,2,0.000000,2
02000258,2015,Noria,Region 3,-74277,protected well,45,24,male,0,dirt,natural,3,0.333333,3
02000259,2015,Noria,Region 4,36545,protected well,14,64,male,1,cement,finished,3,0.500000,4
02000260,2015,Noria,Region 1,-19776,unprotected well,18,44,male,1,cement,finished,2,1.000000,1
02000261,2015,Noria,Region 2,39212,piped on premises,996,28,male,1,cement,finished,2,0.000000,2
02000262,2015,Noria,Region 3,35257,public tap,30,7,male,1,cement,finished,2,0.333333,3
02000263,2015,Noria,Region 4,10974,unprotected well,12,73,male,0,cement,finished,2,0.250000,4
02000264,2015,Noria,Region 1,-88138,protected well,28,37,female,0,dirt,natural,3,1.000000,1
02000265,2015,Noria,Region 2,-4529,"river, dam, lake, pond, stream, canal or irrigation channel",11,61,male,0,cement,finished,1,0.000000,2
02000266,2015,Noria,Region 3,22052,protected well,38,19,male,0,cement,finished,3,0.000000,3
02000267,2015,Noria,Region 4,2124,protected well,48,98,male,1,cement,finished,2,0.250000,4
02000268,2015,Noria,Region 1,70798,unprotected well,,31,male,1,cement,finished,4,1.000000,1
